x,y,
-2.554838415888721, -0.606601248352554,
 0.9167456555347151, 0.8935415175010402,
 -1.2029630241816776, -2.081489184000567,
 2.8414635371068684, -0.23685717196248746,
 0.09759605148001604, 2.6882069990939783,
 -1.4043357319879703, 2.812085002361112,
 -1.621642939296697, -2.1634747096889466,
 2.1627261740886876, -0.7318672398510468,
 1.3451258263805794, -2.159369264665063,
 -3.141542593980855, 0.09350056953468666,
 2.7694738903320157, -1.277004590505257,
 1.9856628031657415, 1.708489166480259,
 -1.842991399669888, 0.0396194165357322,
 0.8513427624081231, -1.181223326230148,
 0.06134920711838632, -0.5794152143191411,
 1.7306658933164698, 2.2832914719915394,
 -0.6526876163383033, 0.9234218192023675,
 2.476106355367751, -1.05465394291668,
 1.3705893171283652, -0.2195879854238889,
 -0.45271236827305117, 1.3940772231015934,
 1.4088762073877614, 0.46828239566808527,
 -1.7941060907898638, 1.3788459028694966,
 0.38912067206151946, 2.504328540836598,
 -1.8093750092897398, -0.9575051443147853,
 0.5434389362798235, 0.7414471827745501,
 0.29279441290572805, -0.7958358394303016,
 0.04126134574465645, -0.9527063675059289,
 1.1074644280987993, 0.15312949306757417,
 1.918714770462806, 2.150135347521365,
 0.8398869387678687, -0.38444178056429834,
 -1.2682083906476116, -0.34315508615973656,
 2.3706454690461314, -1.0144813565814008,
 0.9823426037956562, 1.0523506770147062,
 2.6193268208190297, 0.20088115133458118,
 0.42962895218477115, 0.7658933972376687,
 1.543940800931269, -1.1038472295139528,
 2.3663349653047856, 1.5630871276617153,
 -0.43437935227580127, 2.8972249041763085,
 1.8299271627301685, -0.5756296289727274,
 1.9127949581105632, 0.023109497956994574,
 -0.4284926802074587, 1.0605810158881965,
 1.3663727951318432, -1.0934353690669152,
 0.48140096000822297, -2.774803137189263,
 -1.4380245353791938, 1.4414675359944322,
 0.4744817824360723, -1.8274551821675544,
 -2.1948495583545435, 0.4352014842646774,
 -0.7524920439696281, -2.7654195324333974,
 1.2701028917693495, 1.1740666607464156,
 2.2538576655037, -1.9532327997484416,
 -0.6223726398762786, -3.0899863859273395,
 -0.9492546530618267, 1.7340980815732916,
 -0.42631653807147885, 0.8642138673346107,
 -1.9036312586273354, -2.0530914976190733,
 -1.6330391712912, -2.2899670492871653,
